DATE,mac_dl_cqi,mac_dl_mcs,mac_dl_ok,mac_dl_nok,mac_dl_brate,ue_ident
2022-01-01 00:00:00.096,5,4,9,0,412888,82
2022-01-01 00:00:00.097,5,2,11,4,273333,82
2022-01-01 00:00:00.098,4,2,26,1,638044,82
2022-01-01 00:00:00.099,4,0,19,2,253777,82
2022-01-01 00:00:00.100,4,2,35,2,842933,82
2022-01-01 00:00:00.101,5,0,25,6,449155,82
2022-01-01 00:00:00.102,5,4,31,2,1475822,82
2022-01-01 00:00:00.103,4,1,70,13,1610488,82
2022-01-01 00:00:00.104,4,0,75,8,1162577,82
2022-01-01 00:00:00.105,4,0,79,6,1214844,82
2022-01-01 00:00:00.106,4,0,69,4,1078133,82
2022-01-01 00:00:00.107,6,2,11,3,227822,82
2022-01-01 00:00:00.108,5,4,1,0,7022,82
2022-01-01 00:00:00.109,5,3,16,4,568355,82
2022-01-01 00:00:00.110,6,4,17,1,617866,82
2022-01-01 00:00:00.111,4,1,75,11,1973955,82
2022-01-01 00:00:00.112,4,0,69,11,1061066,82
2022-01-01 00:00:00.113,4,0,72,8,1236266,82
2022-01-01 00:00:00.114,5,2,1,0,5777,82
2022-01-01 00:00:00.115,6,6,1,0,6666,82
2022-01-01 00:00:00.116,6,6,8,1,411911,82
2022-01-01 00:00:00.117,5,5,7,3,203288,82
2022-01-01 00:00:00.118,5,2,60,8,2243200,82
2022-01-01 00:00:00.119,4,0,78,6,1356622,82
2022-01-01 00:00:00.120,4,1,49,6,1111555,82
2022-01-01 00:00:00.121,5,3,4,2,134400,82
2022-01-01 00:00:00.122,5,4,1,0,7022,82
2022-01-01 00:00:00.123,5,3,15,4,522044,82
2022-01-01 00:00:00.124,5,4,38,7,1754311,82
2022-01-01 00:00:00.125,3,0,75,8,1345333,82
2022-01-01 00:00:00.126,4,0,80,5,1230222,82
2022-01-01 00:00:00.127,3,0,72,9,1264355,82
2022-01-01 00:00:00.128,3,0,75,11,1218044,82
2022-01-01 00:00:00.129,4,1,80,3,1646417,82
2022-01-01 00:00:00.130,4,0,76,9,1424898,82
2022-01-01 00:00:00.131,4,0,74,9,1285866,82
2022-01-01 00:00:00.132,3,0,73,12,1178044,82
2022-01-01 00:00:00.133,4,0,78,5,1259428,82
2022-01-01 00:00:00.134,4,1,77,5,1823730,82
2022-01-01 00:00:00.135,4,1,73,12,1575555,82
